source	target	correlation
Prevotella	Brachyspira	-0.011970492943409365
Prevotella	Treponema	-0.008060938371982867
Prevotella	Fretibacterium	-0.008060938371982858
Prevotella	Jonquetella	-0.00908596739366027
Prevotella	Synergistes	-0.026614297608928146
Prevotella	Ureaplasma	-0.008064137379786467
Prevotella	Akkermansia	-0.04478217503210277
Prevotella	Debaryomycetaceae_unclassified	2.6971382482113594e-05
Prevotella	Eremothecium	-0.00806413737978645
Prevotella	Nakaseomyces	0.013579287857999561
Prevotella	Naumovozyma	0.039164544765483866
Prevotella	Saccharomyces	-0.01621925763870831
Prevotella	Saccharomycetaceae_unclassified	0.020855161044993267
Prevotella	Enterocytozoon	-0.003449625458253832
Prevotella	Hpunalikevirus	-0.006067959104867215
Prevotella	Mulikevirus	-0.00806413737978646
Prevotella	Myoviridae_noname	-0.008064137379786479
Prevotella	PhiCD119likevirus	-0.008725508113799964
Prevotella	T4likevirus	-0.012108679452766858
Prevotella	Epsilon15likevirus	-0.005879912672776153
Prevotella	P22likevirus	-0.007882590973182203
Prevotella	Podoviridae_noname	0.04945652568094384
Prevotella	C2likevirus	-0.018473474338852578
Prevotella	Lambdalikevirus	0.019981427362212537
Prevotella	Siphoviridae_noname	-0.013312172852399076
Prevotella	Tunalikevirus	-0.013773507980618296
Prevotella	Roseolovirus	-0.008141603028108083
Prevotella	Simplexvirus	-0.008064137379786458
Prevotella	Mastadenovirus	-0.01381303675890044
Prevotella	Anelloviridae_noname	-0.011390178975368537
Prevotella	Gyrovirus	-0.01739575886134295
Prevotella	Microvirus	-0.008064137379786453
Prevotella	Alphacryptovirus	-0.00806335792610844
Prevotella	Potyvirus	-0.00903389250682775
Prevotella	Alpharetrovirus	-0.01136073119071971
Prevotella	Betaretrovirus	-0.00686454193067209
Prevotella	Gammaretrovirus	-0.016536191259068488
Prevotella	Retroviridae_noname	-0.01463197229678367
Prevotella	Viruses_noname	-0.015020718990021472
Alistipes	Methanobrevibacter	-0.029969736147220007
Alistipes	Granulicella	0.14490115115759508
Alistipes	Terriglobus	-0.01273163901856047
Alistipes	Actinobaculum	-0.007803921303660078
Alistipes	Actinomyces	-0.0265388493025613
Alistipes	Varibaculum	-0.03168313479390259
Alistipes	Brevibacterium	-0.020535682205271105
Alistipes	Corynebacterium	-0.01459556643799161
Alistipes	Brachybacterium	-0.009834979447206951
Alistipes	Leifsonia	0.0970858971543663
Alistipes	Kocuria	-0.00983497944720698
Alistipes	Micrococcus	-0.021775107869433773
Alistipes	Rothia	-0.0437644619772445
Alistipes	Nocardioides	0.03201450082167938
Alistipes	Propionibacteriaceae_unclassified	-0.028193537401470358
Alistipes	Propionibacterium	-0.028367351934138536
Alistipes	Alloscardovia	-0.019760476308497605
Alistipes	Bifidobacterium	-0.09579931609364295
Alistipes	Gardnerella	0.017690860276802597
Alistipes	Scardovia	-0.017259572177089552
Alistipes	Adlercreutzia	-0.0010330568517356348
Alistipes	Atopobium	-0.021743579334713412
Alistipes	Collinsella	-0.07407546876850239
Alistipes	Coriobacteriaceae_noname	-0.024939358925237742
Alistipes	Eggerthella	-0.06483007965697933
Alistipes	Gordonibacter	-0.03429932268922998
Alistipes	Olsenella	-0.01997841093808843
Alistipes	Slackia	0.0471252385281282
Alistipes	Bacteroidetes_noname	0.040192209291146856
Alistipes	Bacteroides	0.06339330219374134
Alistipes	Bacteroidales_noname	0.30414911601421263
Alistipes	Barnesiella	0.2673286921926748
Alistipes	Butyricimonas	0.06131321996938707
Alistipes	Coprobacter	0.021148055380234905
Alistipes	Dysgonomonas	-0.08179775314988326
Alistipes	Odoribacter	0.3640349195838898
Alistipes	Parabacteroides	0.05158921962465046
Alistipes	Porphyromonas	-0.01962189677802725
Alistipes	Alloprevotella	-0.010170343972807291
Alistipes	Paraprevotella	0.07846341215595119
Alistipes	Prevotella	-0.12573468821591263
Alistipes	Alistipes	1.0
Alistipes	Cellulophaga	-0.02340573656096077
Alistipes	Pedobacter	0.05919004864851664
Alistipes	Chlorobium	0.009465532780101898
Alistipes	Arthrospira	-0.01996092005098629
Alistipes	Deinococcus	0.051807616976511504
Alistipes	Bacillus	-0.020028979647698578
Alistipes	Gemella	-0.020219377849196085
Alistipes	Staphylococcus	-0.027549190433341583
Alistipes	Abiotrophia	-0.02420663118367075
Alistipes	Aerococcus	-0.02552960189475922
Alistipes	Facklamia	-0.022185590882216825
Alistipes	Granulicatella	-0.039119159836392955
Alistipes	Enterococcus	-0.06130772276002316
Alistipes	Tetragenococcus	-0.019960920050986278
Alistipes	Lactobacillus	-0.049323738997068975
Alistipes	Pediococcus	-0.017775474689927104
Alistipes	Leuconostoc	-0.024458937048802174
Alistipes	Weissella	0.019760223648654304
Alistipes	Lactococcus	-0.020455470702755642
Alistipes	Streptococcus	-0.06567059816828413
Alistipes	Butyricicoccus	-0.08063074562598929
Alistipes	Clostridiaceae_noname	0.016526649060832493
Alistipes	Clostridium	-0.1032352169840891
Alistipes	Clostridiales_Family_XIII_Incertae_Sedis_noname	-0.017074544477371008
Alistipes	Clostridiales_Family_XIII_Incertae_Sedis_unclassified	-0.015844221121417458
Alistipes	Anaerococcus	-0.012436051935116607
Alistipes	Clostridiales_Family_XI_Incertae_Sedis_noname	0.022282355844614805
Alistipes	Finegoldia	-0.027958754340516482
Alistipes	Parvimonas	-0.014446280020120267
Alistipes	Peptoniphilus	-0.0013207031499456459
Alistipes	Clostridiales_noname	-0.056407970023124435
Alistipes	Flavonifractor	-0.0894384259213491
Alistipes	Pseudoflavonifractor	0.07911552546871518
Alistipes	Anaerofustis	-0.05171186520803469
Alistipes	Eubacterium	-0.020584404323462997
Alistipes	Anaerostipes	-0.04347424822904557
Alistipes	Blautia	-0.09698948203762929
Alistipes	Butyrivibrio	-0.0009858135839198566
Alistipes	Cellulosilyticum	-0.020675383316033084
Alistipes	Coprococcus	-0.01890318784966728
Alistipes	Dorea	-0.06848212743520626
Alistipes	Lachnospiraceae_noname	-0.014497274754300085
Alistipes	Marvinbryantia	0.08309308283317716
Alistipes	Oribacterium	-0.019960920050986316
Alistipes	Roseburia	-0.17275124695349903
Alistipes	Shuttleworthia	-0.013213079225435874
Alistipes	Stomatobaculum	-0.019957742976795326
Alistipes	Oscillibacter	0.0077002097850726505
Alistipes	Peptostreptococcaceae_noname	-0.04486872502056401
Alistipes	Peptostreptococcus	-0.03292258209793255
Alistipes	Anaerotruncus	0.04966276745773788
Alistipes	Faecalibacterium	-0.1536464763509514
Alistipes	Ruminococcaceae_noname	0.003494507484095782
Alistipes	Ruminococcus	0.19119938115237978
Alistipes	Subdoligranulum	0.056373175952860705
Alistipes	Catenibacterium	-0.0038114887166305826
Alistipes	Coprobacillus	-0.0808854425935676
Alistipes	Erysipelotrichaceae_noname	-0.11820781071740685
Alistipes	Holdemania	-0.039191376283716994
Alistipes	Solobacterium	0.038881909549009115
Alistipes	Turicibacter	-0.05039311256034108
Alistipes	Acidaminococcaceae_unclassified	-0.03911023229898972
Alistipes	Acidaminococcus	-0.026041585784481857
Alistipes	Phascolarctobacterium	-0.05625065749870958
Alistipes	Anaeroglobus	-0.02843366811767938
Alistipes	Dialister	-0.012370270347861785
Alistipes	Megamonas	-0.031010832613446733
Alistipes	Megasphaera	-0.01610424774961397
Alistipes	Mitsuokella	-0.029473942654322183
Alistipes	Selenomonas	-0.019435000805436593
Alistipes	Veillonella	-0.16723705427034516
Alistipes	Fusobacterium	-0.05109436596709534
Alistipes	Leptotrichiaceae_unclassified	-0.02552476400238994
Alistipes	Bartonella	0.005425377805448242
Alistipes	Hyphomicrobiaceae_unclassified	-0.0199609200509863
Alistipes	Paracoccus	-0.01996092005098629
Alistipes	Bordetella	-0.024221296421548168
Alistipes	Burkholderia	-0.07070550065395403
Alistipes	Lautropia	-0.010733790569591985
Alistipes	Burkholderiales_noname	0.00678596088208708
Alistipes	Comamonas	-0.02524033854663973
Alistipes	Oxalobacter	-0.019988054490993494
Alistipes	Parasutterella	-0.0015994937723597907
Alistipes	Sutterella	-0.04763396571790569
Alistipes	Sutterellaceae_unclassified	-0.10333100496465944
Alistipes	Gallionellaceae_unclassified	0.07579389053589189
Alistipes	Chromobacterium	0.016590789004369097
Alistipes	Eikenella	-0.0348163443858376
Alistipes	Kingella	-0.019960920050986302
Alistipes	Neisseria	-0.021356710369655908
Alistipes	Bilophila	0.07458476961593805
Alistipes	Desulfovibrio	-0.03607179103459029
Alistipes	Campylobacter	-0.02688866284891107
Alistipes	Aeromonas	-0.019416808273461834
Alistipes	Citrobacter	-0.07356302004105668
Alistipes	Cronobacter	-0.023762392202438684
Alistipes	Enterobacter	-0.03395376993614336
Alistipes	Enterobacteriaceae_noname	-0.0020545123707684395
Alistipes	Escherichia	-0.15056570925045212
Alistipes	Hafnia	-0.014128111500298537
Alistipes	Klebsiella	-0.07380789086456936
Alistipes	Morganella	-0.05464968254972725
Alistipes	Pantoea	-0.0877889160079417
Alistipes	Proteus	-0.07635886628558863
Alistipes	Providencia	0.004609574403384956
Alistipes	Rahnella	-0.019960920050986302
Alistipes	Raoultella	-0.02028054826489168
Alistipes	Serratia	-0.02006836564657412
Alistipes	Shigella	-0.02747739583434888
Alistipes	Yersinia	-0.02591039971041299
Alistipes	Actinobacillus	-0.056555776678632735
Alistipes	Aggregatibacter	-0.026127284508769884
Alistipes	Haemophilus	-0.08587248192032844
Alistipes	Acinetobacter	-0.014184408904721326
Alistipes	Enhydrobacter	-0.019960920050986326
Alistipes	Pseudomonas	-0.023777357404709192
Alistipes	Sinobacteraceae_unclassified	0.010165395120527462
Alistipes	Wohlfahrtiimonas	-0.02132306878820846
Alistipes	Brachyspira	0.0077776771467134905
Alistipes	Treponema	-0.008140880279467484
Alistipes	Fretibacterium	-0.008140880279467506
Alistipes	Jonquetella	0.03814133517789294
Alistipes	Synergistes	-0.002702138732646331
Alistipes	Ureaplasma	-0.019960920050986312
Alistipes	Akkermansia	0.05702121315935398
Alistipes	Debaryomycetaceae_unclassified	-0.02458755603983771
Alistipes	Eremothecium	-0.019881039328469158
Alistipes	Nakaseomyces	-0.029331915554330262
Alistipes	Naumovozyma	-0.019814850295580343
Alistipes	Saccharomyces	-0.04742130968422483
Alistipes	Saccharomycetaceae_unclassified	-0.027714806998703437
Alistipes	Enterocytozoon	0.012133316092051913
Alistipes	Hpunalikevirus	-0.015382636576768579
Alistipes	Mulikevirus	-0.01972853976730001
Alistipes	Myoviridae_noname	0.0058807206171830936
Alistipes	PhiCD119likevirus	-0.021563157506719964
Alistipes	T4likevirus	-0.02997339934682597
Alistipes	Epsilon15likevirus	-0.020440042681942598
Alistipes	P22likevirus	-0.01985058304033656
Alistipes	Podoviridae_noname	0.024572360821615624
Alistipes	C2likevirus	-0.04110045556253192
Alistipes	Lambdalikevirus	-0.03454702753579947
Alistipes	Siphoviridae_noname	-0.039179975688954434
Alistipes	Tunalikevirus	-0.0245191676643376
Alistipes	Roseolovirus	-0.020152668472425795
Alistipes	Simplexvirus	-0.01996092005098633
Alistipes	Mastadenovirus	0.050755595488491984
Alistipes	Anelloviridae_noname	-0.028193772152698214
Alistipes	Gyrovirus	0.028235926738366692
Alistipes	Microvirus	-0.01996092005098633
Alistipes	Alphacryptovirus	-0.01991882381795524
Alistipes	Potyvirus	-0.02198003081082671
Alistipes	Alpharetrovirus	-0.01995444177863533
Alistipes	Betaretrovirus	-0.019960920050986295
Alistipes	Gammaretrovirus	0.01115726496949569
Alistipes	Retroviridae_noname	-0.03555224383247393
Alistipes	Viruses_noname	-0.03386801430908848
Cellulophaga	Methanobrevibacter	-0.003943608478608103
Cellulophaga	Granulicella	-0.009414514122604191
Cellulophaga	Terriglobus	-0.0019122887715785457
Cellulophaga	Actinobaculum	-0.0019122887715785468
Cellulophaga	Actinomyces	-0.004189550619899747
Cellulophaga	Varibaculum	-0.00327438043849305
Cellulophaga	Brevibacterium	-0.0019694830174666472
Cellulophaga	Corynebacterium	-0.0025158891846493187
Cellulophaga	Brachybacterium	-0.0019122887715785422
Cellulophaga	Leifsonia	-0.0019122887715785479
Cellulophaga	Kocuria	-0.0019122887715785463
Cellulophaga	Micrococcus	-0.0021609173988211485
Cellulophaga	Rothia	-0.009819568113202778
Cellulophaga	Nocardioides	-0.0019122887715785505
Cellulophaga	Propionibacteriaceae_unclassified	-0.002883736803050355
Cellulophaga	Propionibacterium	-0.0031665873302234447
Cellulophaga	Alloscardovia	-0.0029611260143599548
Cellulophaga	Bifidobacterium	-0.011119691600136728
Cellulophaga	Gardnerella	-0.003885482831726276
Cellulophaga	Scardovia	-0.004867885596931193
Cellulophaga	Adlercreutzia	-0.009064291081738979
Cellulophaga	Atopobium	-0.002083070445124359
Cellulophaga	Collinsella	-0.012697672435118702
Cellulophaga	Coriobacteriaceae_noname	-0.004007828567068
Cellulophaga	Eggerthella	-0.016825645125893966
Cellulophaga	Gordonibacter	-0.006283743445469717
Cellulophaga	Olsenella	-0.002577727568852631
Cellulophaga	Slackia	-0.004823555830777283
Cellulophaga	Bacteroidetes_noname	-0.0027493415575821113
Cellulophaga	Bacteroides	0.033779650055791165
Cellulophaga	Bacteroidales_noname	-0.014216907967322816
Cellulophaga	Barnesiella	0.0013872461869254595
Cellulophaga	Butyricimonas	0.00340857822200232
Cellulophaga	Coprobacter	-0.0038771518124355673
Cellulophaga	Dysgonomonas	-0.008091149377152978
Cellulophaga	Odoribacter	-0.0011672428884844071
Cellulophaga	Parabacteroides	-0.011066878320122644
Cellulophaga	Porphyromonas	-0.003864018342090504
Cellulophaga	Alloprevotella	-0.003708215919691582
Cellulophaga	Paraprevotella	-0.014081785242406967
Cellulophaga	Prevotella	-0.01040092423966181
Cellulophaga	Alistipes	-0.02340573656096077
Cellulophaga	Cellulophaga	1.0
Cellulophaga	Pedobacter	-0.005648599952235726
Cellulophaga	Chlorobium	-0.0025654146184361437
Cellulophaga	Arthrospira	-0.0019122887715785446
Cellulophaga	Deinococcus	-0.00938795291629284
Cellulophaga	Bacillus	-0.001918808992202578
Cellulophaga	Gemella	-0.002170248037188446
Cellulophaga	Staphylococcus	-0.0028419331345582726
Cellulophaga	Abiotrophia	-0.002319034838676659
Cellulophaga	Aerococcus	-0.0024459109033556615
Cellulophaga	Facklamia	-0.0023035332459887662
Cellulophaga	Granulicatella	-0.00573622088032699
Cellulophaga	Enterococcus	-0.005974448771159013
Cellulophaga	Tetragenococcus	-0.0019122887715785446
Cellulophaga	Lactobacillus	-0.0052504302740228785
Cellulophaga	Pediococcus	-0.0027041944485406296
Cellulophaga	Leuconostoc	-0.0037305693045789545
Cellulophaga	Weissella	-0.005673852719750224
Cellulophaga	Lactococcus	-0.0046901574331142
Cellulophaga	Streptococcus	-0.009311316758731135
Cellulophaga	Butyricicoccus	-0.007742594952392822
Cellulophaga	Clostridiaceae_noname	-0.015556119105693381
Cellulophaga	Clostridium	0.017903456243814356
Cellulophaga	Clostridiales_Family_XIII_Incertae_Sedis_noname	-0.002391485598769368
Cellulophaga	Clostridiales_Family_XIII_Incertae_Sedis_unclassified	-0.0052436959621721575
Cellulophaga	Anaerococcus	-0.004143967992410256
Cellulophaga	Clostridiales_Family_XI_Incertae_Sedis_noname	-0.0024717597604989924
Cellulophaga	Finegoldia	-0.003766436217205305
Cellulophaga	Parvimonas	-0.00472829498438708
Cellulophaga	Peptoniphilus	-0.004684643867508866
Cellulophaga	Clostridiales_noname	0.014925665857959331
Cellulophaga	Flavonifractor	-0.018685279552744884
Cellulophaga	Pseudoflavonifractor	-0.012211584010312705
Cellulophaga	Anaerofustis	-0.005227640406231526
Cellulophaga	Eubacterium	-0.03448200072150879
Cellulophaga	Anaerostipes	-0.005153384702199048
Cellulophaga	Blautia	0.020620649925384794
Cellulophaga	Butyrivibrio	0.0026981288704589564
Cellulophaga	Cellulosilyticum	-0.001980735520323815
Cellulophaga	Coprococcus	-0.014263723287860098
Cellulophaga	Dorea	-0.011821336983269877
Cellulophaga	Lachnospiraceae_noname	0.009311463115521166
Cellulophaga	Marvinbryantia	-0.003531439413667187
Cellulophaga	Oribacterium	-0.0019122887715785485
Cellulophaga	Roseburia	-0.006777446296233341
Cellulophaga	Shuttleworthia	-0.0019122887715785448
Cellulophaga	Stomatobaculum	-0.0019122887715785444
Cellulophaga	Oscillibacter	-0.02278782396458136
Cellulophaga	Peptostreptococcaceae_noname	0.2441765618892171
Cellulophaga	Peptostreptococcus	-0.004634765971126749
Cellulophaga	Anaerotruncus	-0.021151356464516317
Cellulophaga	Faecalibacterium	-0.0002793823270040012
Cellulophaga	Ruminococcaceae_noname	0.00498305913016361
Cellulophaga	Ruminococcus	-0.01698881001139133
Cellulophaga	Subdoligranulum	-0.01987511386845868
Cellulophaga	Catenibacterium	-0.008483426812292522
Cellulophaga	Coprobacillus	-0.010732667578632957
Cellulophaga	Erysipelotrichaceae_noname	-0.003398193273212456
Cellulophaga	Holdemania	-0.005985905181360238
Cellulophaga	Solobacterium	-0.0034707145260764356
Cellulophaga	Turicibacter	-0.0034673678077555086
Cellulophaga	Acidaminococcaceae_unclassified	-0.01057489212963364
Cellulophaga	Acidaminococcus	-0.013350387297410365
Cellulophaga	Phascolarctobacterium	0.0008800698595633503
Cellulophaga	Anaeroglobus	-0.0027259525483121494
Cellulophaga	Dialister	-0.004453113283050972
Cellulophaga	Megamonas	0.02818749109383113
Cellulophaga	Megasphaera	-0.010188118804591598
Cellulophaga	Mitsuokella	-0.00536141751963302
Cellulophaga	Selenomonas	-0.0019122887715785444
Cellulophaga	Veillonella	-0.0062496613560601355
Cellulophaga	Fusobacterium	-0.005244602704872666
Cellulophaga	Leptotrichiaceae_unclassified	-0.002635151903645945
Cellulophaga	Bartonella	-0.0019122887715785455
Cellulophaga	Hyphomicrobiaceae_unclassified	-0.001912288771578549
Cellulophaga	Paracoccus	-0.0019122887715785483
Cellulophaga	Bordetella	-0.0025905404421342044
Cellulophaga	Burkholderia	-0.009682650839889187
Cellulophaga	Lautropia	-0.0026729003504843973
Cellulophaga	Burkholderiales_noname	-0.0204062944221677
Cellulophaga	Comamonas	-0.0035488222484179846
Cellulophaga	Oxalobacter	-0.005128832983783437
Cellulophaga	Parasutterella	-0.01545360621632912
Cellulophaga	Sutterella	0.010885413078141047
Cellulophaga	Sutterellaceae_unclassified	-0.01180529378167177
Cellulophaga	Gallionellaceae_unclassified	0.0012460378854034582
Cellulophaga	Chromobacterium	-0.0019122887715785457
Cellulophaga	Eikenella	-0.003730166351423307
Cellulophaga	Kingella	-0.0019122887715785461
Cellulophaga	Neisseria	-0.0037257702321039253
Cellulophaga	Bilophila	-0.01391960017018696
Cellulophaga	Desulfovibrio	-0.0071811580715286
Cellulophaga	Campylobacter	-0.0029201058393758627
Cellulophaga	Aeromonas	-0.001912288771578545
Cellulophaga	Citrobacter	-0.007587345256656609
Cellulophaga	Cronobacter	-0.002495062985405638
Cellulophaga	Enterobacter	-0.003368440817086709
Cellulophaga	Enterobacteriaceae_noname	-0.002946750744731464
Cellulophaga	Escherichia	-0.009674117061389683
Cellulophaga	Hafnia	-0.002412412047382302
Cellulophaga	Klebsiella	-0.007602394553476021
Cellulophaga	Morganella	-0.005262485479292404
Cellulophaga	Pantoea	0.005407806497804561
Cellulophaga	Proteus	-0.007388201805801035
Cellulophaga	Providencia	-0.00254695494055999
Cellulophaga	Rahnella	-0.001912288771578549
Cellulophaga	Raoultella	-0.001943533531164388
Cellulophaga	Serratia	-0.0019373936826755115
Cellulophaga	Shigella	-0.002778186866822944
Cellulophaga	Yersinia	-0.002485752150942073
Cellulophaga	Actinobacillus	-0.004299643023402092
Cellulophaga	Aggregatibacter	-0.0034253705186138147
Cellulophaga	Haemophilus	-0.007880703747039744
Cellulophaga	Acinetobacter	-0.002303624387366331
Cellulophaga	Enhydrobacter	-0.0019122887715785396
Cellulophaga	Pseudomonas	-0.005250931053910208
Cellulophaga	Sinobacteraceae_unclassified	-0.00404628293536686
Cellulophaga	Wohlfahrtiimonas	-0.0025399689516693654
Cellulophaga	Brachyspira	-0.0028725642938986686
Cellulophaga	Treponema	-0.0019122887715785474
Cellulophaga	Fretibacterium	-0.0019122887715785548
Cellulophaga	Jonquetella	0.035809570065588714
Cellulophaga	Synergistes	-0.006337472528476082
Cellulophaga	Ureaplasma	-0.0019122887715785426
Cellulophaga	Akkermansia	-0.016363821712579253
Cellulophaga	Debaryomycetaceae_unclassified	-0.002694246197515986
Cellulophaga	Eremothecium	-0.0019122887715785455
Cellulophaga	Nakaseomyces	-0.0034242028417510078
Cellulophaga	Naumovozyma	-0.0009976600653265626
Cellulophaga	Saccharomyces	-0.0059222348582927895
Cellulophaga	Saccharomycetaceae_unclassified	-0.003307221396174084
Cellulophaga	Enterocytozoon	-0.001912288771578547
Cellulophaga	Hpunalikevirus	-0.0021376041195581685
Cellulophaga	Mulikevirus	-0.001912288771578552
Cellulophaga	Myoviridae_noname	-0.001912288771578544
Cellulophaga	PhiCD119likevirus	-0.0020461896693033956
Cellulophaga	T4likevirus	-0.002871500655809851
Cellulophaga	Epsilon15likevirus	-0.0020336208090455127
Cellulophaga	P22likevirus	-0.0019836190306219506
Cellulophaga	Podoviridae_noname	-0.0026052967878315244
Cellulophaga	C2likevirus	-0.006820990804789649
Cellulophaga	Lambdalikevirus	-0.0034082503092372498
Cellulophaga	Siphoviridae_noname	-0.005951664269878692
Cellulophaga	Tunalikevirus	-0.003269261186277771
Cellulophaga	Roseolovirus	-0.001930658583809149
Cellulophaga	Simplexvirus	-0.001912288771578546
Cellulophaga	Mastadenovirus	0.03539621085833211
Cellulophaga	Anelloviridae_noname	-0.0027010094614042957
Cellulophaga	Gyrovirus	-0.004235699812427419
Cellulophaga	Microvirus	-0.0019122887715785492
Cellulophaga	Alphacryptovirus	-0.0019122887715785463
Cellulophaga	Potyvirus	-0.0021173643014888036
Cellulophaga	Alpharetrovirus	-0.0026940263626201626
Cellulophaga	Betaretrovirus	-0.0019122887715785457
Cellulophaga	Gammaretrovirus	-0.005187028919948318
Cellulophaga	Retroviridae_noname	-0.0034904043388330128
Cellulophaga	Viruses_noname	-0.0036223110937543624
Pedobacter	Methanobrevibacter	-0.0039626347310559975
Pedobacter	Granulicella	-0.008883479406094562
Pedobacter	Terriglobus	-0.0018044242856927015
Pedobacter	Actinobaculum	-0.0018044242856927017
Pedobacter	Actinomyces	-0.003953234990992313
Pedobacter	Varibaculum	-0.003089685863153793
Pedobacter	Brevibacterium	-0.001858392435177349
Pedobacter	Corynebacterium	-0.0023739780373993277
Pedobacter	Brachybacterium	-0.0018044242856926954
Pedobacter	Leifsonia	-0.0018044242856926985
Pedobacter	Kocuria	-0.001804424285692697
Pedobacter	Micrococcus	-0.0020390287762815508
Pedobacter	Rothia	-0.009618617197675634
Pedobacter	Nocardioides	-0.0018044242856926987
Pedobacter	Propionibacteriaceae_unclassified	-0.002777903374166502
Pedobacter	Propionibacterium	-0.00330328562464107
Pedobacter	Alloscardovia	-0.002794100855853963
Pedobacter	Bifidobacterium	-0.0016746882107058418
Pedobacter	Gardnerella	-0.003666318438622365
Pedobacter	Scardovia	-0.004593307831758896
Pedobacter	Adlercreutzia	0.004637982027944083
Pedobacter	Atopobium	-0.0019655728548195893
Pedobacter	Collinsella	-0.00995197126247485
Pedobacter	Coriobacteriaceae_noname	-0.003781763145186898
Pedobacter	Eggerthella	-0.010385175818311512
Pedobacter	Gordonibacter	-0.005929302857699768
Pedobacter	Olsenella	-0.0024323283681144834
Pedobacter	Slackia	-0.00455147852866617
Pedobacter	Bacteroidetes_noname	-0.0025942623048872456
Pedobacter	Bacteroides	0.03513481621779486
Pedobacter	Bacteroidales_noname	-0.005677485644035348
Pedobacter	Barnesiella	0.026551977039257994
Pedobacter	Butyricimonas	0.00631560187269291
Pedobacter	Coprobacter	-0.005656504681921732
Pedobacter	Dysgonomonas	-0.007636357072405754
Pedobacter	Odoribacter	0.027018496221661893
Pedobacter	Parabacteroides	-0.0099051555937766
Pedobacter	Porphyromonas	-0.003712119762620453
Pedobacter	Alloprevotella	-0.003499050437115917
Pedobacter	Paraprevotella	0.012763851370729648
Pedobacter	Prevotella	-0.023769975049979363
Pedobacter	Alistipes	0.05919004864851664
Pedobacter	Cellulophaga	-0.005648599952235726
Pedobacter	Pedobacter	1.0
Pedobacter	Chlorobium	-0.0024207099414990745
Pedobacter	Arthrospira	-0.0018044242856927034
Pedobacter	Deinococcus	-0.008858416410150713
Pedobacter	Bacillus	-0.001810576727006447
Pedobacter	Gemella	-0.002047833111024938
Pedobacter	Staphylococcus	-0.0026816311649828077
Pedobacter	Abiotrophia	-0.002188227449989887
Pedobacter	Aerococcus	-0.0023079469483117477
Pedobacter	Facklamia	-0.002173600239534712
Pedobacter	Granulicatella	-0.005513144666016262
Pedobacter	Enterococcus	-0.005637454246728251
Pedobacter	Tetragenococcus	-0.0018044242856926987
Pedobacter	Lactobacillus	-0.0049542747087106985
Pedobacter	Pediococcus	-0.0025516617619179833
Pedobacter	Leuconostoc	-0.003520142957846939
Pedobacter	Weissella	-0.005353813604474404
Pedobacter	Lactococcus	-0.00506993310432472
Pedobacter	Streptococcus	0.00342307648880131
Pedobacter	Butyricicoccus	-0.007813591122397037
Pedobacter	Clostridiaceae_noname	-0.0023029552585294437
Pedobacter	Clostridium	-0.01664599661163361
Pedobacter	Clostridiales_Family_XIII_Incertae_Sedis_noname	-0.002256591555333803
Pedobacter	Clostridiales_Family_XIII_Incertae_Sedis_unclassified	-0.004947920252191642
Pedobacter	Anaerococcus	-0.003910223495411631
Pedobacter	Clostridiales_Family_XI_Incertae_Sedis_noname	-0.002332337775826949
Pedobacter	Finegoldia	-0.003553986762798204
Pedobacter	Parvimonas	-0.004461590961863052
Pedobacter	Peptoniphilus	-0.004420402028181421
Pedobacter	Clostridiales_noname	-0.010438190019871044
Pedobacter	Flavonifractor	-0.008829031237611201
Pedobacter	Pseudoflavonifractor	-0.010137941378296537
Pedobacter	Anaerofustis	-0.004932770325313383
Pedobacter	Eubacterium	0.014870015653740232
Pedobacter	Anaerostipes	0.0005730650438755328
Pedobacter	Blautia	0.0250933139461535
Pedobacter	Butyrivibrio	-0.008803943517749678
Pedobacter	Cellulosilyticum	-0.001869010229797116
Pedobacter	Coprococcus	0.0029607056256277424
Pedobacter	Dorea	-0.0019188664623239439
Pedobacter	Lachnospiraceae_noname	-0.005591632969421158
Pedobacter	Marvinbryantia	-0.003332245179797482
Pedobacter	Oribacterium	-0.0018044242856926932
Pedobacter	Roseburia	-0.022477858652205467
Pedobacter	Shuttleworthia	-0.0018044242856926974
Pedobacter	Stomatobaculum	-0.0018044242856926952
Pedobacter	Oscillibacter	-0.0002538835069297625
Pedobacter	Peptostreptococcaceae_noname	-0.0039004245245858166
Pedobacter	Peptostreptococcus	-0.0026130704477187253
Pedobacter	Anaerotruncus	-0.005341944260481509
Pedobacter	Faecalibacterium	-0.021216225991985513
Pedobacter	Ruminococcaceae_noname	-0.005036698569516753
Pedobacter	Ruminococcus	-0.0068133912177716464
Pedobacter	Subdoligranulum	-0.007100168100136554
Pedobacter	Catenibacterium	-0.008150472348376145
Pedobacter	Coprobacillus	-0.010667783124140741
Pedobacter	Erysipelotrichaceae_noname	-0.010884153882121257
Pedobacter	Holdemania	-0.012157000854979946
Pedobacter	Solobacterium	-0.0032749455378483974
Pedobacter	Turicibacter	-0.006347516492439506
Pedobacter	Acidaminococcaceae_unclassified	-0.00880149903154701
Pedobacter	Acidaminococcus	0.012809197480850019
Pedobacter	Phascolarctobacterium	-0.01533727782892842
Pedobacter	Anaeroglobus	-0.0025721925751621792
Pedobacter	Dialister	-0.012450659606072789
Pedobacter	Megamonas	-0.009986030605766597
Pedobacter	Megasphaera	-0.009260314103356024
Pedobacter	Mitsuokella	-0.004077058243851597
