sample	group	feature	value	view
C3012	IBD	PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation|g__Bacteroides.s__Bacteroides_vulgatus	0.0510074	metagenomics
C3012	IBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|unclassified	0.05734016	metagenomics
C3012	IBD	PWY-6737: starch degradation V|unclassified	0.04798095	metagenomics
C3012	IBD	PWY-6151: S-adenosyl-L-methionine cycle I|g__Bacteroides.s__Bacteroides_vulgatus	0.05379407	metagenomics
C3012	IBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	0.05327596	metagenomics
C3012	IBD	PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	0.05186636	metagenomics
C3012	IBD	PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.05928031	metagenomics
C3012	IBD	PWY-6700: queuosine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.05534958	metagenomics
C3012	IBD	PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.0445025	metagenomics
C3012	IBD	VALSYN-PWY: L-valine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.04435968	metagenomics
C3012	IBD	PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Bacteroides.s__Bacteroides_vulgatus	0.04435968	metagenomics
C3013	IBD	UNGROUPED	8374.0	proteomics
C3013	IBD	K00262: glutamate dehydrogenase (NADP+) [EC:1.4.1.4]	275.0	proteomics
C3013	IBD	K01006: pyruvate, orthophosphate dikinase [EC:2.7.9.1]	75.0	proteomics
C3013	IBD	K03737: pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]	58.0	proteomics
C3013	IBD	K01805: xylose isomerase [EC:5.3.1.5]	4.0	proteomics
C3013	IBD	K02358: elongation factor EF-Tu	248.0	proteomics
C3013	IBD	K01812: glucuronate isomerase [EC:5.3.1.12]	17.0	proteomics
C3013	IBD	K00831: phosphoserine aminotransferase [EC:2.6.1.52]	1.0	proteomics
C3013	IBD	K03521: electron transfer flavoprotein beta subunit	23.0	proteomics
C3013	IBD	K00024: malate dehydrogenase [EC:1.1.1.37]	11.0	proteomics
C3013	IBD	K00626: acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	32.0	proteomics
C3013	IBD	K02967: small subunit ribosomal protein S2	23.0	proteomics
C3013	IBD	K10117: raffinose/stachyose/melibiose transport system substrate-binding protein	50.0	proteomics
C3013	IBD	K04043: molecular chaperone DnaK	121.0	proteomics
C3013	IBD	K04077: chaperonin GroEL	200.0	proteomics
C3013	IBD	K01960: pyruvate carboxylase subunit B [EC:6.4.1.1]	12.0	proteomics
C3013	IBD	K01278: dipeptidyl-peptidase 4 [EC:3.4.14.5]	0.0	proteomics
C3013	IBD	K02357: elongation factor EF-Ts	23.0	proteomics
C3013	IBD	K03046: DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]	48.0	proteomics
C3013	IBD	K01803: triosephosphate isomerase (TIM) [EC:5.3.1.1]	12.0	proteomics
C3013	IBD	K07175: PhoH-like ATPase	5.0	proteomics
C3013	IBD	K00615: transketolase [EC:2.2.1.1]	0.0	proteomics
C3013	IBD	K01876: aspartyl-tRNA synthetase [EC:6.1.1.12]	15.0	proteomics
C3013	IBD	K03809: NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	1.0	proteomics
C3013	IBD	K01787: N-acylglucosamine 2-epimerase [EC:5.1.3.8]	0.0	proteomics
C3013	IBD	IGHG1	1420943.0	transcriptomics
C3013	IBD	PIGR	848823.0	transcriptomics
C3013	IBD	IGHA1	1575288.0	transcriptomics
C3013	IBD	IGHM	197627.0	transcriptomics
C3013	IBD	REG1A	329963.0	transcriptomics
C3013	IBD	IGHA2	659732.0	transcriptomics
C3013	IBD	IGJ	817471.0	transcriptomics
C3013	IBD	OLFM4	489081.0	transcriptomics
C3013	IBD	CEACAM5	504372.0	transcriptomics
C3013	IBD	REG1B	46642.0	transcriptomics
C3013	IBD	ITLN1	141950.0	transcriptomics
C3013	IBD	B2M	1162505.0	transcriptomics
C3013	IBD	IGKV3-20	448993.0	transcriptomics
C3013	IBD	MMP1	12644.0	transcriptomics
C3013	IBD	CLCA1	338841.0	transcriptomics
C3013	IBD	COL3A1	153883.0	transcriptomics
C3013	IBD	ALDOB	285906.0	transcriptomics
C3013	IBD	hsa-mir-6723	15215.0	transcriptomics
C3013	IBD	IGKV3-11	325035.0	transcriptomics
C3013	IBD	AGR2	293864.0	transcriptomics
C3013	IBD	LCN2	185488.0	transcriptomics
C3013	IBD	MMP3	16473.0	transcriptomics
C3013	IBD	SLC26A3	197866.0	transcriptomics
C3013	IBD	IGHV3-23	431854.0	transcriptomics
C3013	IBD	EEF1A1	996809.0	transcriptomics
C3013	IBD	PWY-6737: starch degradation V	0.30241602	metagenomics
C3013	IBD	PPGPPMET-PWY: ppGpp biosynthesis	0.0020479639	metagenomics
C3013	IBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.047209648	metagenomics
C3013	IBD	DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I	0.25856821	metagenomics
C3013	IBD	PWY0-1319: CDP-diacylglycerol biosynthesis II	0.3269436	metagenomics
C3013	IBD	PWY-5667: CDP-diacylglycerol biosynthesis I	0.3269436	metagenomics
C3013	IBD	GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	0.1291509	metagenomics
C3013	IBD	PWY-6737: starch degradation V|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.025085104	metagenomics
C3013	IBD	PWY-5484: glycolysis II (from fructose 6-phosphate)	0.12625882	metagenomics
C3013	IBD	PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	0.174013209	metagenomics
C3013	IBD	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_vulgatus	0.018841881999999997	metagenomics
C3013	IBD	PWY-6609: adenine and adenosine salvage III	0.16582877999999998	metagenomics
C3013	IBD	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_vulgatus	0.017162075	metagenomics
C3013	IBD	PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	0.021569547	metagenomics
C3013	IBD	PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation|g__Bacteroides.s__Bacteroides_vulgatus	0.019172474000000002	metagenomics
C3013	IBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|unclassified	0.057136101	metagenomics
C3013	IBD	PWY-6737: starch degradation V|unclassified	0.0266897	metagenomics
C3013	IBD	PWY-6151: S-adenosyl-L-methionine cycle I|g__Bacteroides.s__Bacteroides_vulgatus	0.01835736	metagenomics
C3013	IBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	0.0634569737	metagenomics
C3013	IBD	PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	0.020482769	metagenomics
C3013	IBD	PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.0186187261	metagenomics
C3013	IBD	PWY-6700: queuosine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.018753716	metagenomics
C3013	IBD	PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.01981263	metagenomics
C3013	IBD	VALSYN-PWY: L-valine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.017734523	metagenomics
C3013	IBD	PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Bacteroides.s__Bacteroides_vulgatus	0.017734523	metagenomics
C3015	IBD	UNGROUPED	21717.0	proteomics
C3015	IBD	K00262: glutamate dehydrogenase (NADP+) [EC:1.4.1.4]	704.0	proteomics
C3015	IBD	K01006: pyruvate, orthophosphate dikinase [EC:2.7.9.1]	78.0	proteomics
C3015	IBD	K03737: pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]	34.0	proteomics
C3015	IBD	K01805: xylose isomerase [EC:5.3.1.5]	206.0	proteomics
C3015	IBD	K02358: elongation factor EF-Tu	299.0	proteomics
C3015	IBD	K01812: glucuronate isomerase [EC:5.3.1.12]	48.0	proteomics
C3015	IBD	K00831: phosphoserine aminotransferase [EC:2.6.1.52]	43.0	proteomics
C3015	IBD	K03521: electron transfer flavoprotein beta subunit	15.0	proteomics
C3015	IBD	K00024: malate dehydrogenase [EC:1.1.1.37]	101.0	proteomics
C3015	IBD	K00626: acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	30.0	proteomics
C3015	IBD	K02967: small subunit ribosomal protein S2	85.0	proteomics
C3015	IBD	K10117: raffinose/stachyose/melibiose transport system substrate-binding protein	73.0	proteomics
C3015	IBD	K04043: molecular chaperone DnaK	237.0	proteomics
C3015	IBD	K04077: chaperonin GroEL	361.0	proteomics
C3015	IBD	K01960: pyruvate carboxylase subunit B [EC:6.4.1.1]	58.0	proteomics
C3015	IBD	K01278: dipeptidyl-peptidase 4 [EC:3.4.14.5]	5.0	proteomics
C3015	IBD	K02357: elongation factor EF-Ts	95.0	proteomics
C3015	IBD	K03046: DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]	96.0	proteomics
C3015	IBD	K01803: triosephosphate isomerase (TIM) [EC:5.3.1.1]	79.0	proteomics
C3015	IBD	K07175: PhoH-like ATPase	60.0	proteomics
C3015	IBD	K00615: transketolase [EC:2.2.1.1]	10.0	proteomics
C3015	IBD	K01876: aspartyl-tRNA synthetase [EC:6.1.1.12]	58.0	proteomics
C3015	IBD	K03809: NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	0.0	proteomics
C3015	IBD	K01787: N-acylglucosamine 2-epimerase [EC:5.1.3.8]	6.0	proteomics
C3015	IBD	IGHG1	21813.0	transcriptomics
C3015	IBD	PIGR	842007.0	transcriptomics
C3015	IBD	IGHA1	306649.0	transcriptomics
C3015	IBD	IGHM	56464.0	transcriptomics
C3015	IBD	REG1A	282395.0	transcriptomics
C3015	IBD	IGHA2	233993.0	transcriptomics
C3015	IBD	IGJ	505486.0	transcriptomics
C3015	IBD	OLFM4	593393.0	transcriptomics
C3015	IBD	CEACAM5	374116.0	transcriptomics
C3015	IBD	REG1B	56755.0	transcriptomics
C3015	IBD	ITLN1	43867.0	transcriptomics
C3015	IBD	B2M	598462.0	transcriptomics
C3015	IBD	IGKV3-20	77016.0	transcriptomics
C3015	IBD	MMP1	7805.0	transcriptomics
C3015	IBD	CLCA1	450453.0	transcriptomics
C3015	IBD	COL3A1	71433.0	transcriptomics
C3015	IBD	ALDOB	657786.0	transcriptomics
C3015	IBD	hsa-mir-6723	20907.0	transcriptomics
C3015	IBD	IGKV3-11	37459.0	transcriptomics
C3015	IBD	AGR2	203138.0	transcriptomics
C3015	IBD	LCN2	117962.0	transcriptomics
C3015	IBD	MMP3	5053.0	transcriptomics
C3015	IBD	SLC26A3	234049.0	transcriptomics
C3015	IBD	IGHV3-23	92125.0	transcriptomics
C3015	IBD	EEF1A1	873399.0	transcriptomics
C3015	IBD	PWY-6737: starch degradation V	0.18544905	metagenomics
C3015	IBD	PPGPPMET-PWY: ppGpp biosynthesis	0.00129043534	metagenomics
C3015	IBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.001964445	metagenomics
C3015	IBD	DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I	0.22685083	metagenomics
C3015	IBD	PWY0-1319: CDP-diacylglycerol biosynthesis II	0.4903423	metagenomics
C3015	IBD	PWY-5667: CDP-diacylglycerol biosynthesis I	0.4903423	metagenomics
C3015	IBD	GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	0.20815162	metagenomics
C3015	IBD	PWY-6737: starch degradation V|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.007732337	metagenomics
C3015	IBD	PWY-5484: glycolysis II (from fructose 6-phosphate)	0.20986283	metagenomics
C3015	IBD	PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	0.37856648	metagenomics
C3015	IBD	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_vulgatus	0.00136935	metagenomics
C3015	IBD	PWY-6609: adenine and adenosine salvage III	0.19819341	metagenomics
C3015	IBD	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_vulgatus	0.0011020728	metagenomics
C3015	IBD	PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	0.0011562642	metagenomics
C3015	IBD	PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation|g__Bacteroides.s__Bacteroides_vulgatus	0.001927137	metagenomics
C3015	IBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|unclassified	0.060020378	metagenomics
C3015	IBD	PWY-6737: starch degradation V|unclassified	0.034796359	metagenomics
C3015	IBD	PWY-6151: S-adenosyl-L-methionine cycle I|g__Bacteroides.s__Bacteroides_vulgatus	0.000778095	metagenomics
C3015	IBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	0.2174094	metagenomics
C3015	IBD	PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	0.0010214743	metagenomics
C3015	IBD	PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.0009296683	metagenomics
C3015	IBD	PWY-6700: queuosine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.006016931	metagenomics
C3015	IBD	PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.0012864511	metagenomics
C3015	IBD	VALSYN-PWY: L-valine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.0006661642	metagenomics
C3015	IBD	PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Bacteroides.s__Bacteroides_vulgatus	0.0006661642	metagenomics
C3016	IBD	UNGROUPED	12786.0	proteomics
C3016	IBD	K00262: glutamate dehydrogenase (NADP+) [EC:1.4.1.4]	342.0	proteomics
C3016	IBD	K01006: pyruvate, orthophosphate dikinase [EC:2.7.9.1]	148.0	proteomics
C3016	IBD	K03737: pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]	125.0	proteomics
C3016	IBD	K01805: xylose isomerase [EC:5.3.1.5]	38.0	proteomics
C3016	IBD	K02358: elongation factor EF-Tu	310.0	proteomics
C3016	IBD	K01812: glucuronate isomerase [EC:5.3.1.12]	44.0	proteomics
C3016	IBD	K00831: phosphoserine aminotransferase [EC:2.6.1.52]	18.0	proteomics
C3016	IBD	K03521: electron transfer flavoprotein beta subunit	29.0	proteomics
C3016	IBD	K00024: malate dehydrogenase [EC:1.1.1.37]	82.0	proteomics
C3016	IBD	K00626: acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	73.0	proteomics
C3016	IBD	K02967: small subunit ribosomal protein S2	54.0	proteomics
C3016	IBD	K10117: raffinose/stachyose/melibiose transport system substrate-binding protein	73.0	proteomics
C3016	IBD	K04043: molecular chaperone DnaK	215.0	proteomics
C3016	IBD	K04077: chaperonin GroEL	238.0	proteomics
C3016	IBD	K01960: pyruvate carboxylase subunit B [EC:6.4.1.1]	28.0	proteomics
C3016	IBD	K01278: dipeptidyl-peptidase 4 [EC:3.4.14.5]	3.0	proteomics
C3016	IBD	K02357: elongation factor EF-Ts	86.0	proteomics
C3016	IBD	K03046: DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]	83.0	proteomics
C3016	IBD	K01803: triosephosphate isomerase (TIM) [EC:5.3.1.1]	67.0	proteomics
C3016	IBD	K07175: PhoH-like ATPase	24.0	proteomics
C3016	IBD	K00615: transketolase [EC:2.2.1.1]	7.0	proteomics
C3016	IBD	K01876: aspartyl-tRNA synthetase [EC:6.1.1.12]	40.0	proteomics
C3016	IBD	K03809: NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	0.0	proteomics
C3016	IBD	K01787: N-acylglucosamine 2-epimerase [EC:5.1.3.8]	4.0	proteomics
C3016	IBD	IGHG1	334163.0	transcriptomics
C3016	IBD	PIGR	377136.0	transcriptomics
C3016	IBD	IGHA1	302312.0	transcriptomics
C3016	IBD	IGHM	245149.0	transcriptomics
C3016	IBD	REG1A	145184.0	transcriptomics
C3016	IBD	IGHA2	129373.0	transcriptomics
C3016	IBD	IGJ	311010.0	transcriptomics
C3016	IBD	OLFM4	354649.0	transcriptomics
C3016	IBD	CEACAM5	251532.0	transcriptomics
C3016	IBD	REG1B	27032.0	transcriptomics
C3016	IBD	ITLN1	26584.0	transcriptomics
C3016	IBD	B2M	928101.0	transcriptomics
C3016	IBD	IGKV3-20	224113.0	transcriptomics
C3016	IBD	MMP1	150908.0	transcriptomics
C3016	IBD	CLCA1	400705.0	transcriptomics
C3016	IBD	COL3A1	322494.0	transcriptomics
C3016	IBD	ALDOB	524209.0	transcriptomics
C3016	IBD	hsa-mir-6723	17136.0	transcriptomics
C3016	IBD	IGKV3-11	130738.0	transcriptomics
C3016	IBD	AGR2	188445.0	transcriptomics
C3016	IBD	LCN2	11096.0	transcriptomics
C3016	IBD	MMP3	149699.0	transcriptomics
C3016	IBD	SLC26A3	346244.0	transcriptomics
C3016	IBD	IGHV3-23	80531.0	transcriptomics
C3016	IBD	EEF1A1	807424.0	transcriptomics
C3016	IBD	PWY-6737: starch degradation V	0.24892697	metagenomics
C3016	IBD	PPGPPMET-PWY: ppGpp biosynthesis	0.0022387179	metagenomics
C3016	IBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.08287483	metagenomics
C3016	IBD	DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I	0.2928764	metagenomics
C3016	IBD	PWY0-1319: CDP-diacylglycerol biosynthesis II	0.2796687	metagenomics
C3016	IBD	PWY-5667: CDP-diacylglycerol biosynthesis I	0.2796687	metagenomics
C3016	IBD	GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	0.14364321	metagenomics
C3016	IBD	PWY-6737: starch degradation V|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.044624549	metagenomics
C3016	IBD	PWY-5484: glycolysis II (from fructose 6-phosphate)	0.14483118	metagenomics
C3016	IBD	PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	0.15671135	metagenomics
C3016	IBD	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_vulgatus	0.024773301	metagenomics
C3016	IBD	PWY-6609: adenine and adenosine salvage III	0.21576862	metagenomics
C3016	IBD	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_vulgatus	0.027837597999999998	metagenomics
C3016	IBD	PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	0.07062109	metagenomics
C3016	IBD	PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation|g__Bacteroides.s__Bacteroides_vulgatus	0.06062464	metagenomics
C3016	IBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|unclassified	0.0699840317	metagenomics
C3016	IBD	PWY-6737: starch degradation V|unclassified	0.050406321999999996	metagenomics
C3016	IBD	PWY-6151: S-adenosyl-L-methionine cycle I|g__Bacteroides.s__Bacteroides_vulgatus	0.07023135	metagenomics
C3016	IBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	0.035034492	metagenomics
C3016	IBD	PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	0.06553195	metagenomics
C3016	IBD	PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.06224627	metagenomics
C3016	IBD	PWY-6700: queuosine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.05440676	metagenomics
C3016	IBD	PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.05851562	metagenomics
C3016	IBD	VALSYN-PWY: L-valine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.059964830000000004	metagenomics
C3016	IBD	PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Bacteroides.s__Bacteroides_vulgatus	0.059964830000000004	metagenomics
C3017	IBD	UNGROUPED	14161.0	proteomics
C3017	IBD	K00262: glutamate dehydrogenase (NADP+) [EC:1.4.1.4]	280.0	proteomics
C3017	IBD	K01006: pyruvate, orthophosphate dikinase [EC:2.7.9.1]	157.0	proteomics
C3017	IBD	K03737: pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]	110.0	proteomics
C3017	IBD	K01805: xylose isomerase [EC:5.3.1.5]	136.0	proteomics
C3017	IBD	K02358: elongation factor EF-Tu	327.0	proteomics
C3017	IBD	K01812: glucuronate isomerase [EC:5.3.1.12]	83.0	proteomics
C3017	IBD	K00831: phosphoserine aminotransferase [EC:2.6.1.52]	16.0	proteomics
C3017	IBD	K03521: electron transfer flavoprotein beta subunit	47.0	proteomics
C3017	IBD	K00024: malate dehydrogenase [EC:1.1.1.37]	85.0	proteomics
C3017	IBD	K00626: acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	66.0	proteomics
C3017	IBD	K02967: small subunit ribosomal protein S2	60.0	proteomics
C3017	IBD	K10117: raffinose/stachyose/melibiose transport system substrate-binding protein	111.0	proteomics
C3017	IBD	K04043: molecular chaperone DnaK	202.0	proteomics
C3017	IBD	K04077: chaperonin GroEL	190.0	proteomics
C3017	IBD	K01960: pyruvate carboxylase subunit B [EC:6.4.1.1]	18.0	proteomics
C3017	IBD	K01278: dipeptidyl-peptidase 4 [EC:3.4.14.5]	4.0	proteomics
C3017	IBD	K02357: elongation factor EF-Ts	89.0	proteomics
C3017	IBD	K03046: DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]	76.0	proteomics
C3017	IBD	K01803: triosephosphate isomerase (TIM) [EC:5.3.1.1]	110.0	proteomics
C3017	IBD	K07175: PhoH-like ATPase	11.0	proteomics
C3017	IBD	K00615: transketolase [EC:2.2.1.1]	8.0	proteomics
C3017	IBD	K01876: aspartyl-tRNA synthetase [EC:6.1.1.12]	22.0	proteomics
C3017	IBD	K03809: NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	0.0	proteomics
C3017	IBD	K01787: N-acylglucosamine 2-epimerase [EC:5.1.3.8]	1.0	proteomics
C3017	IBD	IGHG1	29580.0	transcriptomics
C3017	IBD	PIGR	1127692.0	transcriptomics
C3017	IBD	IGHA1	194837.0	transcriptomics
C3017	IBD	IGHM	59749.0	transcriptomics
C3017	IBD	REG1A	162086.0	transcriptomics
C3017	IBD	IGHA2	83442.0	transcriptomics
C3017	IBD	IGJ	291865.0	transcriptomics
C3017	IBD	OLFM4	267722.0	transcriptomics
C3017	IBD	CEACAM5	406275.0	transcriptomics
C3017	IBD	REG1B	42253.0	transcriptomics
C3017	IBD	ITLN1	104440.0	transcriptomics
C3017	IBD	B2M	986581.0	transcriptomics
C3017	IBD	IGKV3-20	45499.0	transcriptomics
C3017	IBD	MMP1	1808.0	transcriptomics
C3017	IBD	CLCA1	607150.0	transcriptomics
C3017	IBD	COL3A1	53934.0	transcriptomics
C3017	IBD	ALDOB	547859.0	transcriptomics
C3017	IBD	hsa-mir-6723	22773.0	transcriptomics
C3017	IBD	IGKV3-11	24605.0	transcriptomics
C3017	IBD	AGR2	193391.0	transcriptomics
C3017	IBD	LCN2	14108.0	transcriptomics
C3017	IBD	MMP3	942.0	transcriptomics
C3017	IBD	SLC26A3	496763.0	transcriptomics
C3017	IBD	IGHV3-23	20000.0	transcriptomics
C3017	IBD	EEF1A1	997331.0	transcriptomics
C3017	IBD	PWY-6737: starch degradation V	0.20992942	metagenomics
C3017	IBD	PPGPPMET-PWY: ppGpp biosynthesis	0.000167738	metagenomics
C3017	IBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.23903577	metagenomics
C3017	IBD	DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I	0.25679024	metagenomics
C3017	IBD	PWY0-1319: CDP-diacylglycerol biosynthesis II	0.323407	metagenomics
C3017	IBD	PWY-5667: CDP-diacylglycerol biosynthesis I	0.323407	metagenomics
C3017	IBD	GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	0.11866266	metagenomics
C3017	IBD	PWY-6737: starch degradation V|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0308288823	metagenomics
C3017	IBD	PWY-5484: glycolysis II (from fructose 6-phosphate)	0.12019512	metagenomics
C3017	IBD	PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	0.18926303	metagenomics
C3017	IBD	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_vulgatus	0.18517161	metagenomics
C3017	IBD	PWY-6609: adenine and adenosine salvage III	0.21983891	metagenomics
C3017	IBD	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_vulgatus	0.18166975	metagenomics
C3017	IBD	PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	0.20131381	metagenomics
C3017	IBD	PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation|g__Bacteroides.s__Bacteroides_vulgatus	0.18843209	metagenomics
C3017	IBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|unclassified	0.028041661	metagenomics
C3017	IBD	PWY-6737: starch degradation V|unclassified	0.022284225300000002	metagenomics
C3017	IBD	PWY-6151: S-adenosyl-L-methionine cycle I|g__Bacteroides.s__Bacteroides_vulgatus	0.18769301	metagenomics
C3017	IBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	0.026435088	metagenomics
C3017	IBD	PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	0.18965561	metagenomics
C3017	IBD	PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.17974726	metagenomics
C3017	IBD	PWY-6700: queuosine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.17882446	metagenomics
C3017	IBD	PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.17136407	metagenomics
C3017	IBD	VALSYN-PWY: L-valine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.16565678	metagenomics
C3017	IBD	PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Bacteroides.s__Bacteroides_vulgatus	0.16565678	metagenomics
C3022	nonIBD	UNGROUPED	15091.0	proteomics
C3022	nonIBD	K00262: glutamate dehydrogenase (NADP+) [EC:1.4.1.4]	347.0	proteomics
